"","x"
"4139","16"
"4140","0"
"4141","11"
"4142","6"
"4143","4"
"4144","0"
"4145","0"
"4146","0"
"4147","8"
"4148","0"
"4149","13"
"4150","5"
"4151","0"
"4152","13"
"4153","1"
"4154","1"
"4155","3"
"4156","18"
"4157","13"
"4158","3"
"4159","10"
"4160","2"
"4161","1"
"4162","6"
"4163","2"
"4164","0"
"4165","0"
"4166","11"
"4167","1"
"4168","7"
"4169","1"
"4170","2"
"4171","13"
"4172","7"
"4173","9"
"4174","3"
"4175","2"
"4176","4"
"4177","11"
"4178","4"
"4179","1"
"4180","1"
"4181","14"
"4182","5"
"4183","1"
"4184","1"
"4185","2"
"4186","6"
"4187","1"
"4188","3"
"4189","1"
"4190","4"
"4191","2"
"4192","8"
"4193","11"
"4194","1"
"4195","3"
"4196","9"
"4197","1"
"4198","6"
"4199","8"
"4200","0"
"4201","12"
"4202","7"
"4203","4"
"4204","1"
"4205","3"
"4206","7"
"4207","9"
"4208","7"
"4209","1"
"4210","1"
"4211","1"
"4212","4"
"4213","1"
"4214","2"
"4215","6"
"4216","4"
"4217","0"
"4218","4"
"4219","16"
"4220","10"
"4221","10"
"4222","0"
"4223","13"
"4224","7"
"4225","15"
"4226","19"
"4227","5"
"4228","1"
"4229","0"
"4230","1"
"4231","4"
"4232","3"
"4233","7"
"4234","1"
"4235","5"
"4236","18"
"4237","8"
"4238","1"
"4239","5"
"4240","2"
"4241","3"
"4242","0"
"4243","3"
"4244","0"
"4245","2"
"4246","5"
"4247","0"
"4248","8"
"4249","2"
"4250","5"
"4251","7"
"4252","9"
"4253","10"
"4254","10"
"4255","1"
"4256","0"
"4257","3"
"4258","3"
"4259","6"
"4260","6"
"4261","7"
"4262","2"
"4263","2"
"4264","7"
"4265","10"
"4266","2"
"4267","4"
"4268","0"
"4269","0"
"4270","17"
"4271","9"
"4272","4"
"4273","5"
"4274","0"
"4275","12"
"4276","9"
"4277","3"
"4278","0"
"4279","10"
"4280","9"
"4281","2"
"4282","9"
"4283","1"
"4284","1"
"4285","6"
"4286","6"
"4287","6"
"4288","6"
"4289","3"
"4290","4"
"4291","3"
"4292","0"
"4293","15"
"4294","1"
"4295","0"
"4296","11"
"4297","4"
"4298","0"
"4299","1"
"4300","0"
"4301","9"
"4302","11"
"4303","5"
"4304","13"
"4305","4"
"4306","9"
"4307","2"
"4308","9"
"4309","1"
"4310","3"
"4311","7"
"4312","0"
"4313","11"
"4314","1"
"4315","13"
"4316","4"
"4317","0"
"4318","3"
"4319","2"
"4320","11"
"4321","0"
"4322","8"
"4323","10"
"4324","0"
"4325","4"
"4326","8"
"4327","8"
"4328","0"
"4329","0"
"4330","8"
"4331","0"
"4332","1"
"4333","0"
"4334","1"
"4335","4"
"4336","1"
"4337","10"
"4338","7"
"4339","1"
"4340","13"
"4341","1"
"4342","14"
"4343","7"
"4344","8"
"4345","5"
"4346","0"
"4347","3"
"4348","11"
"4349","1"
"4350","4"
"4351","2"
"4352","12"
"4353","0"
"4354","6"
"4355","1"
"4356","0"
"4357","6"
"4358","1"
"4359","3"
"4360","13"
"4361","6"
"4362","17"
"4363","2"
"4364","2"
"4365","2"
"4366","4"
"4367","0"
"4368","4"
"4369","10"
"4370","2"
"4371","1"
"4372","6"
"4373","4"
"4374","0"
"4375","0"
"4376","1"
"4377","0"
"4378","4"
"4379","8"
"4380","5"
"4381","4"
"4382","11"
"4383","1"
"4384","10"
"4385","1"
"4386","1"
"4387","16"
"4388","0"
"4389","0"
"4390","9"
"4391","16"
"4392","2"
"4393","15"
"4394","9"
"4395","1"
"4396","0"
"4397","1"
"4398","7"
"4399","4"
"4400","12"
"4401","2"
"4402","0"
"4403","1"
"4404","4"
"4405","0"
"4406","3"
"4407","1"
"4408","3"
"4409","1"
"4410","3"
"4411","1"
"4412","14"
"4413","5"
"4414","0"
"4415","7"
"4416","0"
"4417","8"
"4418","1"
"4419","0"
"4420","1"
"4421","4"
"4422","7"
"4423","2"
"4424","2"
"4425","0"
"4426","6"
"4427","1"
"4428","0"
"4429","1"
"4430","0"
"4431","4"
"4432","6"
"4433","3"
"4434","3"
"4435","8"
"4436","1"
"4437","16"
"4438","0"
"4439","2"
"4440","9"
"4441","9"
"4442","1"
"4443","15"
"4444","1"
"4445","8"
"4446","16"
"4447","6"
"4448","8"
"4449","1"
"4450","11"
"4451","7"
"4452","7"
"4453","16"
"4454","5"
"4455","2"
"4456","0"
"4457","1"
"4458","6"
"4459","13"
"4460","1"
"4461","1"
"4462","0"
"4463","9"
"4464","5"
"4465","0"
"4466","0"
"4467","10"
"4468","2"
"4469","11"
"4470","9"
"4471","17"
"4472","1"
"4473","4"
"4474","2"
"4475","1"
"4476","6"
"4477","1"
"4478","11"
"4479","11"
"4480","6"
"4481","16"
"4482","12"
"4483","8"
"4484","10"
"4485","4"
"4486","7"
"4487","2"
"4488","11"
"4489","5"
"4490","3"
"4491","2"
"4492","6"
"4493","9"
"4494","17"
"4495","6"
"4496","1"
"4497","17"
"4498","9"
"4499","15"
"4500","1"
"4501","10"
"4502","1"
"4503","11"
"4504","5"
"4505","7"
"4506","13"
"4507","1"
"4508","2"
"4509","7"
"4510","0"
"4511","7"
"4512","4"
"4513","10"
"4514","11"
"4515","1"
"4516","10"
"4517","0"
"4518","4"
"4519","3"
"4520","0"
"4521","4"
"4522","12"
"4523","2"
"4524","0"
"4525","0"
"4526","7"
"4527","12"
"4528","2"
"4529","5"
"4530","2"
"4531","2"
"4532","4"
"4533","15"
"4534","8"
"4535","6"
"4536","5"
"4537","8"
"4538","12"
"4539","0"
"4540","5"
"4541","17"
"4542","10"
"4543","7"
"4544","2"
"4545","6"
"4546","0"
"4547","1"
"4548","1"
"4549","1"
"4550","8"
"4551","13"
"4552","12"
"4553","2"
"4554","0"
"4555","3"
"4556","4"
"4557","1"
"4558","3"
"4559","11"
"4560","9"
"4561","2"
"4562","1"
"4563","3"
"4564","2"
"4565","3"
"4566","4"
"4567","0"
"4568","11"
"4569","2"
"4570","1"
"4571","6"
"4572","8"
"4573","17"
"4574","1"
"4575","17"
"4576","10"
"4577","9"
"4578","2"
"4579","9"
"4580","2"
"4581","12"
"4582","13"
"4583","2"
"4584","5"
"4585","2"
"4586","4"
"4587","0"
"4588","0"
"4589","0"
"4590","3"
"4591","0"
"4592","0"
"4593","5"
"4594","9"
"4595","1"
"4596","0"
"4597","2"
"4598","5"
"4599","11"
"4600","1"
"4601","5"
"4602","3"
"4603","2"
"4604","4"
"4605","0"
"4606","10"
"4607","1"
"4608","4"
"4609","0"
"4610","1"
"4611","9"
"4612","9"
"4613","1"
"4614","16"
"4615","1"
"4616","0"
"4617","1"
"4618","4"
"4619","1"
"4620","0"
"4621","2"
"4622","5"
"4623","17"
"4624","9"
"4625","6"
"4626","7"
"4627","12"
"4628","12"
"4629","15"
"4630","10"
"4631","10"
"4632","14"
"4633","6"
"4634","0"
"4635","0"
"4636","10"
"4637","11"
"4638","10"
"4639","6"
"4640","2"
"4641","2"
"4642","2"
"4643","5"
"4644","8"
"4645","6"
"4646","3"
"4647","5"
"4648","9"
"4649","5"
"4650","0"
"4651","8"
"4652","5"
"4653","1"
"4654","5"
"4655","10"
"4656","1"
"4657","4"
"4658","9"
"4659","1"
"4660","0"
"4661","3"
"4662","11"
"4663","9"
"4664","1"
"4665","4"
"4666","0"
"4667","0"
"4668","3"
"4669","0"
"4670","0"
"4671","6"
"4672","7"
"4673","1"
"4674","3"
"4675","7"
"4676","7"
"4677","17"
"4678","1"
"4679","8"
"4680","4"
"4681","6"
"4682","5"
"4683","0"
"4684","12"
"4685","0"
"4686","10"
"4687","0"
"4688","11"
"4689","2"
"4690","5"
"4691","16"
"4692","2"
"4693","9"
"4694","1"
"4695","4"
"4696","0"
"4697","2"
"4698","11"
"4699","5"
"4700","1"
"4701","11"
"4702","3"
"4703","0"
"4704","2"
"4705","15"
"4706","13"
"4707","2"
"4708","2"
"4709","1"
"4710","0"
"4711","7"
"4712","0"
"4713","0"
"4714","0"
"4715","0"
"4716","16"
"4717","4"
"4718","5"
"4719","1"
"4720","0"
"4721","1"
"4722","17"
"4723","0"
"4724","2"
"4725","10"
"4726","2"
"4727","4"
"4728","4"
"4729","0"
"4730","1"
"4731","5"
"4732","10"
"4733","8"
"4734","2"
"4735","1"
"4736","1"
"4737","0"
"4738","9"
"4739","5"
"4740","12"
"4741","3"
"4742","4"
"4743","0"
"4744","2"
"4745","1"
"4746","0"
"4747","18"
"4748","1"
"4749","15"
"4750","8"
"4751","0"
"4752","4"
"4753","0"
"4754","1"
"4755","7"
"4756","2"
"4757","10"
"4758","5"
"4759","6"
"4760","4"
"4761","13"
"4762","6"
"4763","8"
"4764","2"
"4765","12"
"4766","2"
"4767","6"
"4768","1"
"4769","1"
"4770","15"
"4771","11"
"4772","0"
"4773","1"
"4774","1"
"4775","2"
"4776","10"
"4777","7"
"4778","11"
"4779","12"
"4780","2"
"4781","2"
"4782","0"
"4783","1"
"4784","1"
"4785","0"
"4786","4"
"4787","13"
"4788","1"
"4789","16"
"4790","7"
"4791","3"
"4792","6"
"4793","1"
"4794","4"
"4795","0"
"4796","1"
"4797","4"
"4798","1"
"4799","0"
"4800","6"
"4801","12"
"4802","1"
"4803","11"
"4804","6"
"4805","0"
"4806","1"
"4807","3"
"4808","1"
"4809","1"
"4810","0"
"4811","5"
"4812","0"
"4813","8"
"4814","12"
"4815","1"
"4816","7"
"4817","6"
"4818","3"
"4819","1"
"4820","5"
"4821","6"
"4822","5"
"4823","4"
"4824","15"
"4825","9"
"4826","1"
"4827","14"
"4828","10"
"4829","3"
"4830","13"
"4831","1"
"4832","6"
"4833","1"
"4834","9"
"4835","9"
"4836","11"
"4837","3"
"4838","7"
"4839","8"
"4840","1"
"4841","11"
"4842","1"
"4843","9"
"4844","0"
"4845","13"
"4846","9"
"4847","3"
"4848","4"
"4849","0"
"4850","1"
"4851","1"
"4852","4"
"4853","3"
"4854","3"
"4855","17"
"4856","0"
"4857","5"
"4858","6"
"4859","5"
"4860","0"
"4861","7"
"4862","8"
"4863","8"
"4864","1"
"4865","0"
"4866","5"
"4867","6"
"4868","1"
"4869","1"
"4870","1"
"4871","2"
"4872","9"
"4873","0"
"4874","16"
"4875","4"
"4876","0"
"4877","6"
"4878","7"
"4879","0"
"4880","13"
"4881","11"
"4882","0"
"4883","3"
"4884","1"
"4885","7"
"4886","6"
"4887","12"
"4888","8"
"4889","1"
"4890","9"
"4891","1"
"4892","3"
"4893","6"
"4894","5"
"4895","3"
"4896","3"
"4897","15"
"4898","13"
"4899","10"
"4900","11"
"4901","5"
"4902","0"
"4903","1"
"4904","8"
"4905","7"
"4906","4"
"4907","1"
"4908","7"
"4909","9"
"4910","12"
"4911","1"
"4912","7"
"4913","12"
"4914","5"
"4915","16"
"4916","6"
"4917","0"
"4918","13"
"4919","5"
"4920","3"
"4921","3"
"4922","10"
"4923","6"
"4924","0"
"4925","8"
"4926","10"
"4927","6"
"4928","9"
"4929","3"
"4930","8"
"4931","8"
"4932","0"
"4933","0"
"4934","7"
"4935","1"
"4936","0"
"4937","9"
"4938","0"
"4939","2"
"4940","11"
"4941","5"
"4942","2"
"4943","12"
"4944","7"
"4945","0"
"4946","6"
"4947","2"
"4948","16"
"4949","16"
"4950","3"
"4951","12"
"4952","7"
"4953","1"
"4954","0"
"4955","1"
"4956","9"
"4957","0"
"4958","2"
"4959","2"
"4960","4"
"4961","3"
"4962","2"
"4963","11"
"4964","9"
"4965","2"
"4966","1"
"4967","13"
"4968","4"
"4969","14"
"4970","9"
"4971","2"
"4972","16"
"4973","13"
"4974","1"
"4975","8"
"4976","16"
"4977","0"
"4978","4"
"4979","7"
"4980","10"
"4981","11"
"4982","5"
"4983","10"
"4984","7"
"4985","0"
"4986","0"
"4987","15"
"4988","6"
"4989","1"
"4990","14"
"4991","1"
"4992","1"
"4993","0"
"4994","4"
"4995","0"
"4996","9"
"4997","4"
"4998","2"
"4999","4"
"5000","6"
"5001","19"
"5002","4"
"5003","0"
"5004","1"
"5005","2"
"5006","2"
"5007","4"
"5008","3"
"5009","18"
"5010","6"
"5011","3"
"5012","1"
"5013","7"
"5014","2"
"5015","4"
"5016","10"
"5017","4"
"5018","4"
"5019","2"
"5020","4"
"5021","3"
"5022","11"
"5023","0"
"5024","5"
"5025","14"
"5026","0"
"5027","12"
"5028","9"
"5029","16"
"5030","7"
"5031","4"
"5032","9"
"5033","5"
"5034","8"
"5035","4"
"5036","12"
"5037","12"
"5038","4"
"5039","2"
"5040","7"
"5041","1"
"5042","7"
"5043","0"
"5044","5"
"5045","3"
"5046","11"
"5047","0"
"5048","10"
"5049","0"
"5050","11"
"5051","4"
"5052","9"
"5053","9"
"5054","4"
"5055","5"
"5056","12"
"5057","1"
"5058","2"
"5059","0"
"5060","12"
"5061","8"
"5062","6"
"5063","0"
"5064","4"
"5065","4"
"5066","3"
"5067","10"
"5068","7"
"5069","3"
"5070","4"
"5071","12"
"5072","3"
"5073","1"
"5074","2"
"5075","2"
"5076","12"
"5077","2"
"5078","8"
"5079","12"
"5080","3"
"5081","10"
"5082","15"
"5083","5"
"5084","1"
"5085","11"
"5086","5"
"5087","8"
"5088","2"
"5089","4"
"5090","9"
"5091","4"
"5092","4"
"5093","2"
"5094","17"
"5095","2"
"5096","0"
"5097","1"
"5098","6"
"5099","1"
"5100","2"
"5101","1"
"5102","14"
"5103","2"
"5104","15"
"5105","0"
"5106","6"
"5107","11"
"5108","11"
"5109","2"
"5110","5"
"5111","1"
"5112","11"
"5113","1"
"5114","5"
"5115","0"
"5116","3"
"5117","1"
"5118","4"
"5119","1"
"5120","6"
"5121","3"
"5122","8"
"5123","4"
"5124","10"
"5125","1"
"5126","2"
"5127","10"
"5128","6"
"5129","6"
"5130","2"
"5131","7"
"5132","1"
"5133","8"
"5134","1"
"5135","8"
"5136","10"
"5137","0"
"5138","5"
"5139","12"
"5140","11"
"5141","4"
"5142","0"
"5143","1"
"5144","0"
"5145","1"
"5146","3"
"5147","5"
"5148","7"
"5149","9"
"5150","4"
"5151","13"
"5152","3"
"5153","1"
"5154","0"
"5155","4"
"5156","2"
"5157","1"
"5158","8"
"5159","1"
"5160","13"
"5161","1"
"5162","1"
"5163","0"
"5164","3"
"5165","0"
"5166","2"
"5167","4"
"5168","3"
"5169","0"
"5170","13"
"5171","0"
"5172","5"
"5173","13"
"5174","0"
"5175","18"
"5176","2"
"5177","11"
"5178","1"
"5179","9"
"5180","3"
"5181","5"
"5182","1"
"5183","0"
"5184","7"
"5185","3"
"5186","2"
"5187","6"
"5188","4"
"5189","8"
"5190","4"
"5191","17"
"5192","8"
"5193","1"
"5194","3"
"5195","1"
"5196","0"
"5197","3"
"5198","1"
"5199","8"
"5200","2"
"5201","1"
"5202","0"
"5203","10"
"5204","3"
"5205","10"
"5206","3"
"5207","9"
"5208","3"
"5209","2"
"5210","5"
"5211","4"
"5212","2"
"5213","5"
"5214","4"
"5215","12"
"5216","3"
"5217","1"
"5218","15"
"5219","16"
"5220","15"
"5221","16"
"5222","3"
"5223","7"
"5224","0"
"5225","2"
"5226","5"
"5227","1"
"5228","0"
"5229","1"
"5230","6"
"5231","1"
"5232","6"
"5233","9"
"5234","1"
"5235","9"
"5236","17"
"5237","5"
"5238","1"
"5239","1"
"5240","14"
"5241","3"
"5242","1"
"5243","0"
"5244","11"
"5245","15"
"5246","2"
"5247","5"
"5248","9"
"5249","4"
"5250","4"
"5251","0"
"5252","1"
"5253","9"
"5254","3"
"5255","6"
"5256","8"
"5257","3"
"5258","16"
"5259","0"
"5260","6"
"5261","5"
"5262","4"
"5263","0"
"5264","11"
"5265","11"
"5266","1"
"5267","11"
"5268","0"
"5269","4"
"5270","2"
"5271","1"
"5272","2"
"5273","3"
"5274","8"
"5275","10"
"5276","5"
"5277","0"
"5278","2"
"5279","2"
"5280","1"
"5281","5"
"5282","12"
"5283","0"
"5284","2"
"5285","13"
"5286","5"
"5287","1"
"5288","12"
"5289","2"
"5290","8"
"5291","6"
"5292","6"
"5293","2"
"5294","1"
"5295","4"
"5296","0"
"5297","7"
"5298","7"
"5299","0"
"5300","1"
"5301","3"
"5302","12"
"5303","1"
"5304","14"
"5305","1"
"5306","5"
"5307","2"
"5308","0"
"5309","7"
"5310","10"
"5311","5"
"5312","0"
"5313","1"
"5314","8"
"5315","3"
"5316","2"
"5317","4"
"5318","1"
"5319","1"
"5320","1"
"5321","3"
"5322","3"
"5323","8"
"5324","5"
"5325","11"
"5326","12"
"5327","13"
"5328","1"
"5329","2"
"5330","0"
"5331","15"
"5332","3"
"5333","0"
"5334","2"
"5335","0"
"5336","0"
"5337","0"
"5338","8"
"5339","4"
"5340","16"
"5341","3"
"5342","3"
"5343","4"
"5344","15"
"5345","0"
"5346","0"
"5347","0"
"5348","17"
"5349","1"
"5350","3"
"5351","10"
"5352","8"
"5353","19"
"5354","5"
"5355","1"
"5356","10"
"5357","8"
"5358","0"
"5359","8"
"5360","17"
"5361","8"
"5362","1"
"5363","0"
"5364","12"
"5365","8"
"5366","0"
"5367","11"
"5368","1"
"5369","5"
"5370","10"
"5371","4"
"5372","0"
"5373","0"
"5374","8"
"5375","1"
"5376","0"
"5377","6"
"5378","2"
"5379","0"
"5380","7"
"5381","7"
"5382","11"
"5383","4"
"5384","13"
"5385","8"
"5386","0"
"5387","3"
"5388","0"
"5389","13"
"5390","7"
"5391","1"
"5392","11"
"5393","1"
"5394","7"
"5395","6"
"5396","2"
"5397","7"
"5398","2"
"5399","0"
"5400","0"
"5401","4"
"5402","0"
"5403","5"
"5404","0"
"5405","9"
"5406","10"
"5407","10"
"5408","3"
"5409","14"
"5410","5"
"5411","6"
"5412","8"
"5413","14"
"5414","4"
"5415","6"
"5416","3"
"5417","0"
"5418","3"
"5419","16"
"5420","11"
"5421","5"
"5422","11"
"5423","15"
"5424","13"
"5425","3"
"5426","13"
"5427","8"
"5428","1"
"5429","13"
"5430","16"
"5431","0"
"5432","4"
"5433","1"
"5434","16"
"5435","6"
"5436","0"
"5437","0"
"5438","16"
"5439","3"
"5440","16"
"5441","3"
"5442","10"
"5443","3"
"5444","2"
"5445","0"
"5446","4"
"5447","1"
"5448","6"
"5449","2"
"5450","1"
"5451","14"
"5452","9"
"5453","2"
"5454","9"
"5455","1"
"5456","4"
"5457","0"
"5458","10"
"5459","1"
"5460","4"
"5461","19"
"5462","8"
"5463","9"
"5464","2"
"5465","3"
"5466","15"
"5467","8"
"5468","11"
"5469","7"
"5470","0"
"5471","0"
"5472","4"
"5473","0"
"5474","5"
"5475","7"
"5476","12"
"5477","1"
"5478","5"
"5479","2"
"5480","11"
"5481","11"
"5482","3"
"5483","10"
"5484","0"
"5485","6"
"5486","3"
"5487","12"
"5488","5"
"5489","3"
"5490","9"
"5491","12"
"5492","15"
"5493","8"
"5494","2"
"5495","2"
"5496","2"
"5497","2"
"5498","2"
"5499","1"
"5500","0"
"5501","13"
"5502","6"
"5503","4"
"5504","4"
"5505","0"
"5506","0"
"5507","8"
"5508","2"
"5509","3"
"5510","2"
"5511","3"
"5512","0"
"5513","9"
"5514","10"
"5515","0"
"5516","5"
"5517","3"
"5518","7"
"5519","1"
"5520","4"
"5521","3"
"5522","0"
"5523","2"
"5524","0"
"5525","11"
"5526","7"
"5527","1"
"5528","1"
"5529","10"
"5530","18"
"5531","10"
"5532","10"
"5533","2"
"5534","1"
"5535","4"
"5536","3"
"5537","11"
"5538","0"
"5539","0"
"5540","13"
"5541","12"
"5542","10"
"5543","0"
"5544","1"
"5545","8"
"5546","5"
"5547","0"
"5548","12"
"5549","1"
"5550","1"
"5551","10"
"5552","1"
"5553","1"
"5554","0"
"5555","6"
"5556","2"
"5557","1"
"5558","9"
"5559","8"
"5560","6"
"5561","9"
"5562","13"
"5563","11"
"5564","6"
"5565","1"
"5566","3"
"5567","0"
"5568","7"
"5569","10"
"5570","7"
"5571","4"
"5572","0"
"5573","1"
"5574","2"
"5575","0"
"5576","2"
"5577","8"
"5578","0"
"5579","4"
"5580","3"
"5581","10"
"5582","2"
"5583","0"
"5584","2"
"5585","16"
"5586","2"
"5587","2"
"5588","14"
"5589","9"
"5590","0"
"5591","4"
"5592","9"
"5593","1"
"5594","0"
"5595","6"
"5596","1"
"5597","13"
"5598","1"
"5599","4"
"5600","0"
"5601","5"
"5602","0"
"5603","5"
"5604","1"
"5605","14"
"5606","3"
"5607","1"
"5608","0"
"5609","11"
"5610","14"
"5611","8"
"5612","12"
"5613","0"
"5614","16"
"5615","3"
"5616","2"
"5617","2"
"5618","5"
"5619","5"
"5620","1"
"5621","11"
"5622","3"
"5623","4"
"5624","2"
"5625","0"
"5626","15"
"5627","10"
"5628","10"
"5629","4"
"5630","6"
"5631","18"
"5632","4"
"5633","1"
"5634","14"
"5635","17"
"5636","0"
"5637","1"
"5638","14"
"5639","6"
"5640","1"
"5641","11"
"5642","2"
"5643","2"
"5644","0"
"5645","8"
"5646","5"
"5647","12"
"5648","1"
"5649","19"
"5650","5"
"5651","1"
"5652","13"
"5653","2"
"5654","0"
"5655","7"
"5656","8"
"5657","11"
"5658","4"
"5659","2"
"5660","8"
"5661","9"
"5662","0"
"5663","10"
"5664","1"
"5665","0"
"5666","3"
"5667","6"
"5668","11"
"5669","4"
"5670","10"
"5671","1"
"5672","1"
"5673","8"
"5674","5"
"5675","0"
"5676","2"
"5677","2"
"5678","8"
"5679","1"
"5680","7"
"5681","1"
"5682","6"
"5683","15"
"5684","1"
"5685","2"
"5686","1"
"5687","1"
"5688","16"
"5689","13"
"5690","16"
"5691","14"
"5692","10"
"5693","2"
"5694","16"
"5695","7"
"5696","0"
"5697","16"
"5698","0"
"5699","5"
"5700","0"
"5701","4"
"5702","6"
"5703","16"
"5704","14"
"5705","1"
"5706","7"
"5707","2"
"5708","4"
"5709","12"
"5710","9"
"5711","7"
"5712","0"
"5713","10"
"5714","2"
"5715","2"
"5716","9"
"5717","10"
"5718","1"
"5719","3"
"5720","10"
"5721","9"
"5722","12"
"5723","9"
"5724","0"
"5725","0"
"5726","13"
"5727","1"
"5728","11"
"5729","6"
"5730","2"
"5731","10"
"5732","13"
"5733","18"
"5734","11"
"5735","1"
"5736","4"
"5737","16"
"5738","14"
"5739","9"
"5740","5"
"5741","11"
"5742","11"
"5743","9"
"5744","2"
"5745","14"
"5746","0"
"5747","1"
"5748","11"
"5749","0"
"5750","12"
"5751","15"
"5752","6"
"5753","17"
"5754","11"
"5755","6"
"5756","8"
"5757","5"
"5758","7"
"5759","3"
"5760","11"
"5761","15"
"5762","5"
"5763","5"
"5764","5"
"5765","5"
"5766","10"
"5767","1"
"5768","0"
"5769","4"
"5770","9"
"5771","0"
"5772","5"
"5773","12"
"5774","4"
"5775","1"
"5776","5"
"5777","5"
"5778","10"
"5779","0"
"5780","0"
"5781","16"
"5782","4"
"5783","8"
"5784","6"
"5785","9"
"5786","0"
"5787","0"
"5788","11"
"5789","2"
"5790","3"
"5791","1"
"5792","17"
"5793","9"
"5794","9"
"5795","9"
"5796","0"
"5797","7"
"5798","3"
"5799","3"
"5800","1"
"5801","2"
"5802","4"
"5803","2"
"5804","1"
"5805","0"
"5806","1"
"5807","15"
"5808","5"
"5809","12"
"5810","8"
"5811","3"
"5812","0"
"5813","1"
"5814","7"
"5815","0"
"5816","2"
"5817","3"
"5818","5"
"5819","0"
"5820","14"
"5821","2"
"5822","1"
"5823","10"
"5824","2"
"5825","1"
"5826","6"
"5827","5"
"5828","12"
"5829","8"
"5830","6"
"5831","1"
"5832","7"
"5833","3"
"5834","5"
"5835","3"
"5836","0"
"5837","13"
"5838","4"
"5839","0"
"5840","3"
"5841","4"
"5842","6"
"5843","0"
"5844","3"
"5845","0"
"5846","4"
"5847","3"
"5848","0"
"5849","1"
"5850","9"
"5851","4"
"5852","9"
"5853","13"
"5854","0"
"5855","10"
"5856","8"
"5857","0"
"5858","3"
"5859","5"
"5860","0"
"5861","0"
"5862","0"
"5863","4"
"5864","1"
"5865","2"
"5866","3"
"5867","4"
"5868","6"
"5869","7"
"5870","9"
"5871","1"
"5872","5"
"5873","1"
"5874","0"
"5875","16"
"5876","6"
"5877","1"
"5878","17"
"5879","6"
"5880","7"
"5881","3"
"5882","3"
"5883","2"
"5884","13"
"5885","1"
"5886","5"
"5887","4"
"5888","9"
"5889","0"
"5890","2"
"5891","1"
"5892","2"
"5893","7"
"5894","1"
"5895","0"
"5896","1"
"5897","0"
"5898","9"
"5899","0"
"5900","4"
"5901","6"
"5902","1"
"5903","3"
"5904","0"
"5905","4"
"5906","6"
"5907","1"
"5908","1"
"5909","4"
"5910","2"
"5911","11"
"5912","0"
"5913","0"
"5914","2"
"5915","2"
"5916","2"
"5917","3"
"5918","0"
"5919","17"
"5920","1"
"5921","0"
"5922","2"
"5923","8"
"5924","7"
"5925","0"
"5926","3"
"5927","15"
"5928","4"
"5929","1"
"5930","3"
"5931","1"
"5932","1"
"5933","16"
"5934","1"
"5935","12"
"5936","0"
"5937","13"
"5938","5"
"5939","0"
"5940","11"
"5941","3"
"5942","4"
"5943","7"
"5944","4"
"5945","7"
"5946","0"
"5947","6"
"5948","3"
"5949","0"
"5950","3"
"5951","15"
"5952","0"
"5953","2"
"5954","10"
"5955","16"
"5956","4"
"5957","1"
"5958","0"
"5959","1"
"5960","11"
"5961","11"
"5962","4"
"5963","4"
"5964","2"
"5965","5"
"5966","4"
"5967","0"
"5968","0"
"5969","0"
"5970","17"
"5971","6"
"5972","19"
"5973","4"
"5974","14"
"5975","13"
"5976","1"
"5977","6"
"5978","0"
"5979","0"
"5980","11"
"5981","5"
"5982","7"
"5983","7"
"5984","0"
"5985","5"
"5986","1"
"5987","12"
"5988","13"
"5989","5"
"5990","7"
"5991","3"
"5992","6"
"5993","2"
"5994","0"
"5995","0"
"5996","1"
"5997","13"
"5998","2"
"5999","9"
"6000","7"
"6001","17"
"6002","0"
"6003","7"
"6004","3"
"6005","10"
"6006","9"
"6007","4"
"6008","1"
"6009","2"
"6010","4"
"6011","9"
"6012","19"
"6013","3"
"6014","12"
"6015","11"
"6016","4"
"6017","0"
"6018","8"
"6019","2"
"6020","9"
"6021","14"
"6022","10"
"6023","9"
"6024","1"
"6025","13"
"6026","16"
"6027","10"
"6028","12"
"6029","0"
"6030","3"
"6031","2"
"6032","1"
"6033","2"
"6034","3"
"6035","12"
"6036","1"
"6037","9"
"6038","1"
"6039","9"
"6040","11"
"6041","12"
"6042","16"
"6043","1"
"6044","0"
"6045","0"
"6046","10"
"6047","3"
"6048","4"
"6049","1"
"6050","2"
"6051","1"
"6052","5"
"6053","9"
"6054","2"
"6055","0"
"6056","3"
"6057","2"
"6058","12"
"6059","11"
"6060","1"
"6061","10"
"6062","2"
"6063","3"
"6064","1"
"6065","4"
"6066","4"
"6067","2"
"6068","4"
"6069","10"
"6070","14"
"6071","4"
"6072","14"
"6073","9"
"6074","2"
"6075","4"
"6076","7"
"6077","12"
"6078","5"
"6079","15"
"6080","1"
"6081","3"
"6082","8"
"6083","16"
"6084","6"
"6085","12"
"6086","16"
"6087","9"
"6088","5"
"6089","2"
"6090","1"
"6091","8"
"6092","4"
"6093","3"
"6094","13"
"6095","17"
"6096","11"
"6097","5"
"6098","10"
"6099","3"
"6100","11"
"6101","4"
"6102","1"
"6103","7"
"6104","12"
"6105","1"
"6106","8"
"6107","4"
"6108","4"
"6109","5"
"6110","3"
"6111","2"
"6112","14"
"6113","0"
"6114","12"
"6115","0"
"6116","6"
"6117","0"
"6118","4"
"6119","2"
"6120","3"
"6121","9"
"6122","0"
"6123","1"
"6124","17"
"6125","7"
"6126","2"
"6127","15"
"6128","6"
"6129","5"
"6130","4"
"6131","1"
"6132","0"
"6133","10"
"6134","7"
"6135","5"
"6136","4"
"6137","4"
