"","x"
"2140","3"
"2141","2"
"2142","10"
"2143","12"
"2144","0"
"2145","11"
"2146","5"
"2147","12"
"2148","10"
"2149","10"
"2150","16"
"2151","13"
"2152","10"
"2153","0"
"2154","7"
"2155","8"
"2156","1"
"2157","13"
"2158","3"
"2159","14"
"2160","7"
"2161","0"
"2162","10"
"2163","1"
"2164","2"
"2165","0"
"2166","2"
"2167","1"
"2168","0"
"2169","11"
"2170","2"
"2171","9"
"2172","2"
"2173","6"
"2174","1"
"2175","1"
"2176","5"
"2177","4"
"2178","2"
"2179","3"
"2180","3"
"2181","16"
"2182","14"
"2183","13"
"2184","13"
"2185","6"
"2186","16"
"2187","6"
"2188","9"
"2189","8"
"2190","15"
"2191","0"
"2192","14"
"2193","7"
"2194","6"
"2195","5"
"2196","12"
"2197","9"
"2198","6"
"2199","1"
"2200","1"
"2201","4"
"2202","3"
"2203","2"
"2204","0"
"2205","15"
"2206","12"
"2207","2"
"2208","1"
"2209","0"
"2210","6"
"2211","8"
"2212","5"
"2213","2"
"2214","2"
"2215","17"
"2216","11"
"2217","5"
"2218","13"
"2219","2"
"2220","6"
"2221","8"
"2222","2"
"2223","2"
"2224","3"
"2225","11"
"2226","13"
"2227","4"
"2228","7"
"2229","0"
"2230","0"
"2231","1"
"2232","1"
"2233","2"
"2234","6"
"2235","7"
"2236","4"
"2237","10"
"2238","5"
"2239","3"
"2240","0"
"2241","9"
"2242","12"
"2243","10"
"2244","1"
"2245","1"
"2246","8"
"2247","5"
"2248","1"
"2249","0"
"2250","8"
"2251","8"
"2252","1"
"2253","4"
"2254","0"
"2255","2"
"2256","13"
"2257","1"
"2258","3"
"2259","12"
"2260","3"
"2261","4"
"2262","5"
"2263","17"
"2264","1"
"2265","0"
"2266","3"
"2267","9"
"2268","5"
"2269","6"
"2270","0"
"2271","0"
"2272","1"
"2273","0"
"2274","1"
"2275","4"
"2276","3"
"2277","6"
"2278","2"
"2279","7"
"2280","12"
"2281","4"
"2282","14"
"2283","0"
"2284","10"
"2285","3"
"2286","1"
"2287","2"
"2288","11"
"2289","8"
"2290","10"
"2291","6"
"2292","1"
"2293","1"
"2294","14"
"2295","1"
"2296","0"
"2297","0"
"2298","17"
"2299","9"
"2300","8"
"2301","10"
"2302","10"
"2303","3"
"2304","11"
"2305","5"
"2306","5"
"2307","0"
"2308","3"
"2309","6"
"2310","11"
"2311","7"
"2312","11"
"2313","13"
"2314","1"
"2315","8"
"2316","3"
"2317","9"
"2318","1"
"2319","5"
"2320","14"
"2321","0"
"2322","1"
"2323","5"
"2324","1"
"2325","5"
"2326","11"
"2327","4"
"2328","10"
"2329","3"
"2330","10"
"2331","12"
"2332","9"
"2333","2"
"2334","3"
"2335","0"
"2336","2"
"2337","7"
"2338","0"
"2339","5"
"2340","1"
"2341","7"
"2342","13"
"2343","2"
"2344","1"
"2345","15"
"2346","17"
"2347","7"
"2348","3"
"2349","10"
"2350","9"
"2351","1"
"2352","2"
"2353","1"
"2354","4"
"2355","14"
"2356","6"
"2357","2"
"2358","16"
"2359","2"
"2360","8"
"2361","5"
"2362","15"
"2363","4"
"2364","3"
"2365","3"
"2366","5"
"2367","1"
"2368","2"
"2369","2"
"2370","12"
"2371","1"
"2372","1"
"2373","5"
"2374","0"
"2375","12"
"2376","4"
"2377","19"
"2378","8"
"2379","13"
"2380","1"
"2381","4"
"2382","13"
"2383","1"
"2384","11"
"2385","11"
"2386","14"
"2387","7"
"2388","9"
"2389","11"
"2390","5"
"2391","2"
"2392","1"
"2393","7"
"2394","9"
"2395","10"
"2396","5"
"2397","3"
"2398","0"
"2399","5"
"2400","0"
"2401","9"
"2402","11"
"2403","8"
"2404","7"
"2405","1"
"2406","0"
"2407","16"
"2408","5"
"2409","3"
"2410","11"
"2411","11"
"2412","4"
"2413","4"
"2414","6"
"2415","10"
"2416","0"
"2417","1"
"2418","0"
"2419","0"
"2420","13"
"2421","1"
"2422","9"
"2423","8"
"2424","6"
"2425","0"
"2426","16"
"2427","17"
"2428","4"
"2429","12"
"2430","1"
"2431","1"
"2432","5"
"2433","0"
"2434","15"
"2435","1"
"2436","1"
"2437","3"
"2438","3"
"2439","7"
"2440","12"
"2441","0"
"2442","6"
"2443","5"
"2444","2"
"2445","3"
"2446","0"
"2447","12"
"2448","8"
"2449","5"
"2450","3"
"2451","5"
"2452","0"
"2453","8"
"2454","8"
"2455","8"
"2456","3"
"2457","1"
"2458","8"
"2459","4"
"2460","7"
"2461","2"
"2462","1"
"2463","0"
"2464","12"
"2465","4"
"2466","6"
"2467","11"
"2468","6"
"2469","0"
"2470","5"
"2471","11"
"2472","7"
"2473","9"
"2474","5"
"2475","1"
"2476","13"
"2477","13"
"2478","2"
"2479","3"
"2480","9"
"2481","3"
"2482","16"
"2483","8"
"2484","9"
"2485","3"
"2486","0"
"2487","0"
"2488","9"
"2489","1"
"2490","3"
"2491","2"
"2492","5"
"2493","5"
"2494","0"
"2495","1"
"2496","6"
"2497","10"
"2498","0"
"2499","9"
"2500","1"
"2501","4"
"2502","4"
"2503","0"
"2504","4"
"2505","1"
"2506","12"
"2507","2"
"2508","1"
"2509","10"
"2510","0"
"2511","11"
"2512","1"
"2513","7"
"2514","10"
"2515","5"
"2516","4"
"2517","9"
"2518","1"
"2519","1"
"2520","0"
"2521","1"
"2522","1"
"2523","1"
"2524","4"
"2525","7"
"2526","15"
"2527","1"
"2528","9"
"2529","1"
"2530","15"
"2531","0"
"2532","19"
"2533","0"
"2534","13"
"2535","18"
"2536","0"
"2537","12"
"2538","15"
"2539","5"
"2540","6"
"2541","2"
"2542","0"
"2543","2"
"2544","14"
"2545","6"
"2546","11"
"2547","1"
"2548","0"
"2549","0"
"2550","0"
"2551","13"
"2552","4"
"2553","0"
"2554","0"
"2555","4"
"2556","3"
"2557","0"
"2558","6"
"2559","3"
"2560","0"
"2561","13"
"2562","1"
"2563","6"
"2564","0"
"2565","15"
"2566","1"
"2567","7"
"2568","0"
"2569","0"
"2570","4"
"2571","2"
"2572","3"
"2573","1"
"2574","0"
"2575","0"
"2576","15"
"2577","0"
"2578","1"
"2579","13"
"2580","2"
"2581","4"
"2582","12"
"2583","1"
"2584","0"
"2585","5"
"2586","15"
"2587","0"
"2588","3"
"2589","0"
"2590","1"
"2591","6"
"2592","14"
"2593","5"
"2594","1"
"2595","5"
"2596","2"
"2597","5"
"2598","4"
"2599","18"
"2600","6"
"2601","7"
"2602","10"
"2603","1"
"2604","12"
"2605","8"
"2606","5"
"2607","0"
"2608","10"
"2609","6"
"2610","0"
"2611","8"
"2612","3"
"2613","1"
"2614","8"
"2615","5"
"2616","5"
"2617","3"
"2618","7"
"2619","4"
"2620","18"
"2621","11"
"2622","4"
"2623","0"
"2624","7"
"2625","1"
"2626","0"
"2627","1"
"2628","1"
"2629","0"
"2630","12"
"2631","12"
"2632","10"
"2633","1"
"2634","2"
"2635","15"
"2636","8"
"2637","3"
"2638","0"
"2639","4"
"2640","0"
"2641","0"
"2642","10"
"2643","8"
"2644","1"
"2645","4"
"2646","13"
"2647","5"
"2648","1"
"2649","1"
"2650","5"
"2651","14"
"2652","7"
"2653","7"
"2654","7"
"2655","13"
"2656","15"
"2657","5"
"2658","9"
"2659","3"
"2660","14"
"2661","1"
"2662","9"
"2663","6"
"2664","11"
"2665","6"
"2666","4"
"2667","1"
"2668","1"
"2669","0"
"2670","3"
"2671","4"
"2672","8"
"2673","1"
"2674","0"
"2675","12"
"2676","17"
"2677","1"
"2678","11"
"2679","2"
"2680","2"
"2681","4"
"2682","0"
"2683","13"
"2684","3"
"2685","5"
"2686","12"
"2687","0"
"2688","4"
"2689","5"
"2690","0"
"2691","17"
"2692","10"
"2693","1"
"2694","1"
"2695","14"
"2696","3"
"2697","12"
"2698","2"
"2699","5"
"2700","0"
"2701","14"
"2702","13"
"2703","1"
"2704","4"
"2705","3"
"2706","0"
"2707","6"
"2708","8"
"2709","4"
"2710","6"
"2711","6"
"2712","10"
"2713","5"
"2714","2"
"2715","1"
"2716","4"
"2717","3"
"2718","2"
"2719","4"
"2720","1"
"2721","7"
"2722","1"
"2723","6"
"2724","1"
"2725","11"
"2726","11"
"2727","0"
"2728","1"
"2729","3"
"2730","12"
"2731","9"
"2732","1"
"2733","1"
"2734","9"
"2735","1"
"2736","16"
"2737","0"
"2738","0"
"2739","8"
"2740","7"
"2741","7"
"2742","4"
"2743","1"
"2744","14"
"2745","3"
"2746","1"
"2747","1"
"2748","4"
"2749","12"
"2750","0"
"2751","3"
"2752","1"
"2753","8"
"2754","6"
"2755","5"
"2756","2"
"2757","11"
"2758","5"
"2759","3"
"2760","2"
"2761","2"
"2762","1"
"2763","1"
"2764","4"
"2765","2"
"2766","1"
"2767","1"
"2768","17"
"2769","1"
"2770","11"
"2771","3"
"2772","10"
"2773","8"
"2774","1"
"2775","9"
"2776","3"
"2777","0"
"2778","8"
"2779","15"
"2780","2"
"2781","6"
"2782","11"
"2783","9"
"2784","0"
"2785","10"
"2786","2"
"2787","10"
"2788","2"
"2789","5"
"2790","11"
"2791","14"
"2792","0"
"2793","0"
"2794","11"
"2795","3"
"2796","1"
"2797","0"
"2798","6"
"2799","7"
"2800","3"
"2801","4"
"2802","0"
"2803","11"
"2804","8"
"2805","13"
"2806","10"
"2807","0"
"2808","3"
"2809","13"
"2810","19"
"2811","0"
"2812","12"
"2813","0"
"2814","3"
"2815","5"
"2816","7"
"2817","2"
"2818","8"
"2819","11"
"2820","0"
"2821","6"
"2822","3"
"2823","13"
"2824","10"
"2825","0"
"2826","0"
"2827","2"
"2828","1"
"2829","0"
"2830","0"
"2831","4"
"2832","7"
"2833","15"
"2834","0"
"2835","2"
"2836","2"
"2837","1"
"2838","2"
"2839","7"
"2840","5"
"2841","4"
"2842","0"
"2843","4"
"2844","0"
"2845","7"
"2846","5"
"2847","11"
"2848","4"
"2849","0"
"2850","5"
"2851","3"
"2852","4"
"2853","14"
"2854","0"
"2855","3"
"2856","10"
"2857","10"
"2858","9"
"2859","14"
"2860","4"
"2861","9"
"2862","7"
"2863","1"
"2864","1"
"2865","3"
"2866","9"
"2867","7"
"2868","7"
"2869","1"
"2870","4"
"2871","12"
"2872","7"
"2873","7"
"2874","10"
"2875","1"
"2876","0"
"2877","1"
"2878","11"
"2879","2"
"2880","4"
"2881","15"
"2882","15"
"2883","3"
"2884","13"
"2885","15"
"2886","3"
"2887","1"
"2888","1"
"2889","1"
"2890","3"
"2891","3"
"2892","0"
"2893","1"
"2894","6"
"2895","3"
"2896","1"
"2897","10"
"2898","5"
"2899","1"
"2900","1"
"2901","6"
"2902","3"
"2903","16"
"2904","0"
"2905","5"
"2906","6"
"2907","3"
"2908","1"
"2909","0"
"2910","4"
"2911","10"
"2912","4"
"2913","17"
"2914","9"
"2915","3"
"2916","0"
"2917","8"
"2918","5"
"2919","10"
"2920","10"
"2921","1"
"2922","1"
"2923","11"
"2924","0"
"2925","6"
"2926","15"
"2927","0"
"2928","4"
"2929","14"
"2930","3"
"2931","1"
"2932","8"
"2933","3"
"2934","0"
"2935","0"
"2936","15"
"2937","10"
"2938","1"
"2939","12"
"2940","4"
"2941","2"
"2942","6"
"2943","2"
"2944","1"
"2945","2"
"2946","2"
"2947","16"
"2948","11"
"2949","1"
"2950","9"
"2951","18"
"2952","17"
"2953","5"
"2954","1"
"2955","9"
"2956","9"
"2957","10"
"2958","1"
"2959","2"
"2960","2"
"2961","3"
"2962","5"
"2963","12"
"2964","7"
"2965","2"
"2966","3"
"2967","2"
"2968","2"
"2969","12"
"2970","3"
"2971","0"
"2972","2"
"2973","5"
"2974","3"
"2975","15"
"2976","14"
"2977","3"
"2978","3"
"2979","2"
"2980","0"
"2981","4"
"2982","7"
"2983","0"
"2984","8"
"2985","1"
"2986","4"
"2987","10"
"2988","13"
"2989","3"
"2990","3"
"2991","0"
"2992","1"
"2993","3"
"2994","2"
"2995","13"
"2996","0"
"2997","9"
"2998","2"
"2999","3"
"3000","8"
"3001","2"
"3002","7"
"3003","10"
"3004","5"
"3005","0"
"3006","1"
"3007","0"
"3008","6"
"3009","1"
"3010","12"
"3011","0"
"3012","0"
"3013","8"
"3014","0"
"3015","3"
"3016","1"
"3017","6"
"3018","8"
"3019","8"
"3020","1"
"3021","5"
"3022","9"
"3023","2"
"3024","10"
"3025","1"
"3026","4"
"3027","4"
"3028","2"
"3029","8"
"3030","3"
"3031","12"
"3032","2"
"3033","5"
"3034","19"
"3035","0"
"3036","0"
"3037","0"
"3038","4"
"3039","1"
"3040","0"
"3041","17"
"3042","3"
"3043","2"
"3044","0"
"3045","1"
"3046","12"
"3047","12"
"3048","0"
"3049","1"
"3050","6"
"3051","9"
"3052","12"
"3053","1"
"3054","1"
"3055","4"
"3056","1"
"3057","1"
"3058","5"
"3059","0"
"3060","1"
"3061","11"
"3062","14"
"3063","10"
"3064","6"
"3065","7"
"3066","1"
"3067","17"
"3068","3"
"3069","0"
"3070","13"
"3071","2"
"3072","11"
"3073","1"
"3074","3"
"3075","1"
"3076","5"
"3077","17"
"3078","7"
"3079","1"
"3080","14"
"3081","5"
"3082","3"
"3083","1"
"3084","11"
"3085","4"
"3086","3"
"3087","0"
"3088","7"
"3089","3"
"3090","12"
"3091","3"
"3092","7"
"3093","0"
"3094","10"
"3095","9"
"3096","5"
"3097","15"
"3098","1"
"3099","2"
"3100","7"
"3101","0"
"3102","9"
"3103","11"
"3104","4"
"3105","6"
"3106","0"
"3107","0"
"3108","12"
"3109","1"
"3110","17"
"3111","8"
"3112","0"
"3113","5"
"3114","10"
"3115","1"
"3116","1"
"3117","15"
"3118","7"
"3119","3"
"3120","7"
"3121","2"
"3122","1"
"3123","8"
"3124","4"
"3125","9"
"3126","4"
"3127","7"
"3128","15"
"3129","10"
"3130","1"
"3131","8"
"3132","0"
"3133","5"
"3134","0"
"3135","3"
"3136","12"
"3137","3"
"3138","3"
"3139","5"
"3140","1"
"3141","3"
"3142","8"
"3143","2"
"3144","9"
"3145","1"
"3146","8"
"3147","6"
"3148","10"
"3149","3"
"3150","2"
"3151","1"
"3152","15"
"3153","10"
"3154","1"
"3155","1"
"3156","2"
"3157","0"
"3158","2"
"3159","3"
"3160","10"
"3161","5"
"3162","7"
"3163","1"
"3164","3"
"3165","15"
"3166","5"
"3167","1"
"3168","3"
"3169","3"
"3170","2"
"3171","0"
"3172","8"
"3173","15"
"3174","9"
"3175","0"
"3176","8"
"3177","2"
"3178","1"
"3179","2"
"3180","0"
"3181","6"
"3182","1"
"3183","7"
"3184","17"
"3185","5"
"3186","2"
"3187","8"
"3188","5"
"3189","16"
"3190","0"
"3191","1"
"3192","14"
"3193","12"
"3194","11"
"3195","0"
"3196","12"
"3197","1"
"3198","7"
"3199","1"
"3200","1"
"3201","2"
"3202","2"
"3203","0"
"3204","1"
"3205","6"
"3206","1"
"3207","11"
"3208","0"
"3209","0"
"3210","0"
"3211","7"
"3212","1"
"3213","15"
"3214","13"
"3215","11"
"3216","1"
"3217","1"
"3218","0"
"3219","0"
"3220","0"
"3221","10"
"3222","9"
"3223","7"
"3224","4"
"3225","1"
"3226","0"
"3227","7"
"3228","13"
"3229","1"
"3230","3"
"3231","11"
"3232","1"
"3233","6"
"3234","1"
"3235","0"
"3236","6"
"3237","11"
"3238","5"
"3239","4"
"3240","10"
"3241","1"
"3242","11"
"3243","1"
"3244","9"
"3245","0"
"3246","15"
"3247","0"
"3248","0"
"3249","11"
"3250","4"
"3251","6"
"3252","1"
"3253","1"
"3254","1"
"3255","1"
"3256","6"
"3257","14"
"3258","0"
"3259","5"
"3260","17"
"3261","5"
"3262","9"
"3263","9"
"3264","10"
"3265","8"
"3266","4"
"3267","0"
"3268","1"
"3269","11"
"3270","0"
"3271","1"
"3272","17"
"3273","5"
"3274","2"
"3275","1"
"3276","4"
"3277","14"
"3278","8"
"3279","6"
"3280","0"
"3281","0"
"3282","10"
"3283","17"
"3284","3"
"3285","0"
"3286","5"
"3287","1"
"3288","7"
"3289","1"
"3290","0"
"3291","5"
"3292","1"
"3293","4"
"3294","3"
"3295","15"
"3296","3"
"3297","1"
"3298","2"
"3299","0"
"3300","1"
"3301","10"
"3302","10"
"3303","5"
"3304","5"
"3305","15"
"3306","18"
"3307","12"
"3308","1"
"3309","6"
"3310","7"
"3311","6"
"3312","0"
"3313","5"
"3314","1"
"3315","0"
"3316","5"
"3317","17"
"3318","0"
"3319","5"
"3320","10"
"3321","5"
"3322","10"
"3323","11"
"3324","0"
"3325","1"
"3326","14"
"3327","4"
"3328","5"
"3329","0"
"3330","4"
"3331","1"
"3332","10"
"3333","17"
"3334","7"
"3335","13"
"3336","7"
"3337","15"
"3338","0"
"3339","7"
"3340","4"
"3341","9"
"3342","6"
"3343","0"
"3344","8"
"3345","14"
"3346","1"
"3347","6"
"3348","0"
"3349","0"
"3350","1"
"3351","1"
"3352","10"
"3353","7"
"3354","13"
"3355","6"
"3356","10"
"3357","5"
"3358","0"
"3359","10"
"3360","0"
"3361","8"
"3362","0"
"3363","15"
"3364","2"
"3365","1"
"3366","19"
"3367","0"
"3368","1"
"3369","0"
"3370","1"
"3371","0"
"3372","9"
"3373","5"
"3374","4"
"3375","1"
"3376","0"
"3377","3"
"3378","1"
"3379","5"
"3380","7"
"3381","9"
"3382","6"
"3383","16"
"3384","1"
"3385","6"
"3386","11"
"3387","3"
"3388","2"
"3389","13"
"3390","1"
"3391","11"
"3392","2"
"3393","9"
"3394","1"
"3395","10"
"3396","0"
"3397","9"
"3398","14"
"3399","15"
"3400","12"
"3401","7"
"3402","4"
"3403","14"
"3404","8"
"3405","2"
"3406","14"
"3407","9"
"3408","0"
"3409","6"
"3410","16"
"3411","5"
"3412","5"
"3413","3"
"3414","4"
"3415","5"
"3416","2"
"3417","17"
"3418","7"
"3419","4"
"3420","9"
"3421","2"
"3422","1"
"3423","4"
"3424","7"
"3425","3"
"3426","1"
"3427","5"
"3428","2"
"3429","3"
"3430","15"
"3431","10"
"3432","12"
"3433","2"
"3434","3"
"3435","1"
"3436","2"
"3437","0"
"3438","0"
"3439","2"
"3440","4"
"3441","5"
"3442","7"
"3443","11"
"3444","10"
"3445","2"
"3446","6"
"3447","2"
"3448","0"
"3449","0"
"3450","1"
"3451","1"
"3452","4"
"3453","8"
"3454","0"
"3455","11"
"3456","0"
"3457","10"
"3458","8"
"3459","0"
"3460","4"
"3461","12"
"3462","0"
"3463","0"
"3464","1"
"3465","9"
"3466","0"
"3467","5"
"3468","2"
"3469","5"
"3470","3"
"3471","0"
"3472","3"
"3473","8"
"3474","0"
"3475","6"
"3476","12"
"3477","18"
"3478","10"
"3479","13"
"3480","8"
"3481","7"
"3482","4"
"3483","4"
"3484","10"
"3485","1"
"3486","1"
"3487","1"
"3488","0"
"3489","7"
"3490","8"
"3491","1"
"3492","13"
"3493","5"
"3494","10"
"3495","0"
"3496","0"
"3497","0"
"3498","0"
"3499","2"
"3500","4"
"3501","1"
"3502","3"
"3503","1"
"3504","2"
"3505","14"
"3506","0"
"3507","13"
"3508","11"
"3509","1"
"3510","4"
"3511","0"
"3512","0"
"3513","1"
"3514","1"
"3515","1"
"3516","8"
"3517","10"
"3518","1"
"3519","0"
"3520","8"
"3521","9"
"3522","1"
"3523","8"
"3524","4"
"3525","14"
"3526","1"
"3527","7"
"3528","3"
"3529","0"
"3530","4"
"3531","2"
"3532","9"
"3533","1"
"3534","7"
"3535","2"
"3536","11"
"3537","1"
"3538","5"
"3539","0"
"3540","7"
"3541","10"
"3542","7"
"3543","3"
"3544","12"
"3545","9"
"3546","6"
"3547","1"
"3548","12"
"3549","8"
"3550","12"
"3551","8"
"3552","5"
"3553","2"
"3554","13"
"3555","3"
"3556","7"
"3557","9"
"3558","5"
"3559","4"
"3560","1"
"3561","12"
"3562","12"
"3563","10"
"3564","1"
"3565","18"
"3566","6"
"3567","6"
"3568","12"
"3569","6"
"3570","13"
"3571","6"
"3572","15"
"3573","12"
"3574","8"
"3575","1"
"3576","1"
"3577","0"
"3578","0"
"3579","1"
"3580","8"
"3581","7"
"3582","0"
"3583","14"
"3584","7"
"3585","9"
"3586","3"
"3587","7"
"3588","1"
"3589","14"
"3590","2"
"3591","8"
"3592","12"
"3593","0"
"3594","5"
"3595","7"
"3596","13"
"3597","7"
"3598","6"
"3599","9"
"3600","1"
"3601","11"
"3602","3"
"3603","10"
"3604","10"
"3605","12"
"3606","2"
"3607","8"
"3608","7"
"3609","0"
"3610","9"
"3611","4"
"3612","5"
"3613","2"
"3614","6"
"3615","3"
"3616","1"
"3617","4"
"3618","16"
"3619","1"
"3620","0"
"3621","1"
"3622","3"
"3623","3"
"3624","4"
"3625","8"
"3626","1"
"3627","0"
"3628","16"
"3629","1"
"3630","0"
"3631","0"
"3632","5"
"3633","10"
"3634","1"
"3635","1"
"3636","9"
"3637","5"
"3638","3"
"3639","3"
"3640","7"
"3641","6"
"3642","2"
"3643","12"
"3644","7"
"3645","5"
"3646","1"
"3647","4"
"3648","2"
"3649","15"
"3650","4"
"3651","1"
"3652","17"
"3653","11"
"3654","13"
"3655","2"
"3656","1"
"3657","4"
"3658","2"
"3659","0"
"3660","8"
"3661","4"
"3662","0"
"3663","0"
"3664","3"
"3665","7"
"3666","3"
"3667","2"
"3668","0"
"3669","10"
"3670","3"
"3671","7"
"3672","9"
"3673","2"
"3674","1"
"3675","1"
"3676","3"
"3677","10"
"3678","15"
"3679","1"
"3680","0"
"3681","0"
"3682","3"
"3683","1"
"3684","1"
"3685","5"
"3686","11"
"3687","2"
"3688","17"
"3689","1"
"3690","10"
"3691","6"
"3692","9"
"3693","3"
"3694","1"
"3695","3"
"3696","11"
"3697","8"
"3698","9"
"3699","3"
"3700","5"
"3701","5"
"3702","2"
"3703","1"
"3704","10"
"3705","1"
"3706","6"
"3707","2"
"3708","10"
"3709","0"
"3710","0"
"3711","0"
"3712","16"
"3713","3"
"3714","0"
"3715","0"
"3716","0"
"3717","15"
"3718","2"
"3719","13"
"3720","3"
"3721","0"
"3722","2"
"3723","0"
"3724","5"
"3725","1"
"3726","1"
"3727","16"
"3728","6"
"3729","6"
"3730","8"
"3731","1"
"3732","7"
"3733","0"
"3734","0"
"3735","11"
"3736","0"
"3737","11"
"3738","5"
"3739","10"
"3740","0"
"3741","11"
"3742","11"
"3743","5"
"3744","16"
"3745","6"
"3746","13"
"3747","8"
"3748","1"
"3749","0"
"3750","2"
"3751","3"
"3752","4"
"3753","18"
"3754","18"
"3755","0"
"3756","13"
"3757","6"
"3758","4"
"3759","12"
"3760","5"
"3761","3"
"3762","12"
"3763","0"
"3764","1"
"3765","0"
"3766","1"
"3767","3"
"3768","2"
"3769","0"
"3770","1"
"3771","1"
"3772","2"
"3773","0"
"3774","1"
"3775","14"
"3776","5"
"3777","1"
"3778","1"
"3779","17"
"3780","2"
"3781","11"
"3782","5"
"3783","15"
"3784","7"
"3785","5"
"3786","4"
"3787","1"
"3788","16"
"3789","10"
"3790","0"
"3791","8"
"3792","1"
"3793","16"
"3794","1"
"3795","5"
"3796","1"
"3797","9"
"3798","8"
"3799","17"
"3800","3"
"3801","0"
"3802","2"
"3803","10"
"3804","2"
"3805","9"
"3806","4"
"3807","3"
"3808","0"
"3809","7"
"3810","9"
"3811","2"
"3812","5"
"3813","2"
"3814","9"
"3815","3"
"3816","11"
"3817","1"
"3818","8"
"3819","5"
"3820","2"
"3821","10"
"3822","0"
"3823","3"
"3824","1"
"3825","1"
"3826","0"
"3827","0"
"3828","5"
"3829","4"
"3830","6"
"3831","2"
"3832","14"
"3833","0"
"3834","12"
"3835","5"
"3836","4"
"3837","3"
"3838","17"
"3839","2"
"3840","16"
"3841","11"
"3842","8"
"3843","10"
"3844","6"
"3845","7"
"3846","11"
"3847","8"
"3848","5"
"3849","0"
"3850","7"
"3851","12"
"3852","0"
"3853","2"
"3854","0"
"3855","0"
"3856","8"
"3857","2"
"3858","8"
"3859","7"
"3860","5"
"3861","11"
"3862","7"
"3863","6"
"3864","6"
"3865","3"
"3866","6"
"3867","12"
"3868","16"
"3869","12"
"3870","12"
"3871","1"
"3872","10"
"3873","1"
"3874","4"
"3875","8"
"3876","0"
"3877","2"
"3878","3"
"3879","3"
"3880","8"
"3881","15"
"3882","0"
"3883","7"
"3884","6"
"3885","0"
"3886","1"
"3887","0"
"3888","5"
"3889","1"
"3890","1"
"3891","4"
"3892","13"
"3893","6"
"3894","2"
"3895","2"
"3896","0"
"3897","13"
"3898","3"
"3899","5"
"3900","8"
"3901","3"
"3902","4"
"3903","16"
"3904","1"
"3905","5"
"3906","13"
"3907","9"
"3908","2"
"3909","5"
"3910","1"
"3911","6"
"3912","8"
"3913","1"
"3914","1"
"3915","0"
"3916","7"
"3917","3"
"3918","8"
"3919","3"
"3920","6"
"3921","7"
"3922","10"
"3923","10"
"3924","8"
"3925","1"
"3926","1"
"3927","16"
"3928","1"
"3929","7"
"3930","8"
"3931","5"
"3932","1"
"3933","0"
"3934","10"
"3935","1"
"3936","4"
"3937","9"
"3938","5"
"3939","17"
"3940","16"
"3941","9"
"3942","2"
"3943","4"
"3944","0"
"3945","10"
"3946","5"
"3947","1"
"3948","6"
"3949","1"
"3950","4"
"3951","11"
"3952","0"
"3953","7"
"3954","3"
"3955","1"
"3956","11"
"3957","5"
"3958","1"
"3959","6"
"3960","5"
"3961","7"
"3962","6"
"3963","3"
"3964","5"
"3965","13"
"3966","3"
"3967","8"
"3968","0"
"3969","11"
"3970","12"
"3971","1"
"3972","12"
"3973","1"
"3974","3"
"3975","3"
"3976","0"
"3977","3"
"3978","10"
"3979","0"
"3980","7"
"3981","8"
"3982","13"
"3983","9"
"3984","10"
"3985","1"
"3986","9"
"3987","0"
"3988","14"
"3989","17"
"3990","17"
"3991","17"
"3992","0"
"3993","0"
"3994","3"
"3995","11"
"3996","2"
"3997","0"
"3998","0"
"3999","5"
"4000","4"
"4001","3"
"4002","0"
"4003","0"
"4004","3"
"4005","14"
"4006","4"
"4007","10"
"4008","0"
"4009","5"
"4010","4"
"4011","1"
"4012","9"
"4013","12"
"4014","12"
"4015","0"
"4016","11"
"4017","0"
"4018","1"
"4019","10"
"4020","7"
"4021","1"
"4022","16"
"4023","6"
"4024","17"
"4025","0"
"4026","3"
"4027","3"
"4028","13"
"4029","1"
"4030","2"
"4031","0"
"4032","15"
"4033","0"
"4034","7"
"4035","4"
"4036","7"
"4037","4"
"4038","0"
"4039","14"
"4040","9"
"4041","7"
"4042","1"
"4043","3"
"4044","9"
"4045","3"
"4046","5"
"4047","2"
"4048","0"
"4049","6"
"4050","1"
"4051","14"
"4052","0"
"4053","1"
"4054","15"
"4055","0"
"4056","8"
"4057","1"
"4058","6"
"4059","2"
"4060","15"
"4061","10"
"4062","0"
"4063","4"
"4064","5"
"4065","5"
"4066","0"
"4067","7"
"4068","13"
"4069","0"
"4070","2"
"4071","4"
"4072","7"
"4073","0"
"4074","7"
"4075","1"
"4076","16"
"4077","1"
"4078","6"
"4079","2"
"4080","3"
"4081","10"
"4082","0"
"4083","5"
"4084","7"
"4085","3"
"4086","0"
"4087","8"
"4088","2"
"4089","10"
"4090","2"
"4091","8"
"4092","3"
"4093","1"
"4094","8"
"4095","3"
"4096","10"
"4097","0"
"4098","1"
"4099","12"
"4100","5"
"4101","4"
"4102","2"
"4103","8"
"4104","2"
"4105","1"
"4106","0"
"4107","0"
"4108","14"
"4109","8"
"4110","10"
"4111","0"
"4112","0"
"4113","0"
"4114","2"
"4115","2"
"4116","0"
"4117","1"
"4118","2"
"4119","11"
"4120","2"
"4121","0"
"4122","1"
"4123","3"
"4124","0"
"4125","5"
"4126","0"
"4127","6"
"4128","0"
"4129","3"
"4130","16"
"4131","7"
"4132","16"
"4133","1"
"4134","7"
"4135","0"
"4136","9"
"4137","15"
"4138","1"
